stock1,stock2,edge,z_score,p_target,signal,weight,capital
KMI,SYK,0.3874888819077865,0.9627431592863264,0.969898289048584,SHORT_SPREAD,0.002461975148982441,246.1975148982441
PCG,WDAY,0.3862196918647932,0.9907678876297172,0.9581807216940303,SHORT_SPREAD,0.0024539111386557414,245.39111386557414
REG,WY,0.3817908248171419,-1.7180403778012487,0.6655001788063573,LONG_SPREAD,0.002425771594223446,242.57715942234458
VTRS,WFC,0.3783781408389338,0.8927645503184445,0.9942454362081956,SHORT_SPREAD,0.0024040885381721023,240.40885381721023
REG,UDR,0.3780606536992804,-1.6731701046685012,0.6819562196123117,LONG_SPREAD,0.002402071330751596,240.2071330751596
BAC,MS,0.3770581974307371,-0.9833138758309702,0.9574977286399068,LONG_SPREAD,0.002395702057886413,239.57020578864132
KHC,LRCX,0.3762997932177529,1.0751060528317269,0.9204774961544104,SHORT_SPREAD,0.002390883410404045,239.0883410404045
HRL,PAYX,0.3750345229686455,1.110923606938517,0.9056443664120511,SHORT_SPREAD,0.0023828443051406565,238.28443051406566
NI,ORCL,0.3705253115347265,1.32800055120689,0.8170099041311346,SHORT_SPREAD,0.0023541942792685393,235.41942792685393
KMI,PAYX,0.3646406164302442,0.9369048413607198,0.9710943100278098,SHORT_SPREAD,0.002316804888803339,231.6804888803339
CMCSA,TYL,0.3642731658643878,1.7225539578406868,0.6566876832094805,SHORT_SPREAD,0.0023144702304328485,231.44702304328484
KMI,LII,0.3633210683772108,0.9201298140779308,0.977276501719712,SHORT_SPREAD,0.0023084209204725275,230.84209204725275
LNT,GDDY,0.3628710162529164,-1.530736605852821,0.7328537641600382,LONG_SPREAD,0.0023055614393428904,230.55614393428905
D,TPR,0.3616517494367581,-1.9199258377955952,0.5766903646564652,LONG_SPREAD,0.002297814624552795,229.7814624552795
AES,WELL,0.3567961895736583,0.9551643773436218,0.9606527248920146,SHORT_SPREAD,0.002266964016250198,226.6964016250198
APA,BKR,0.3547384579018655,1.3356192608773376,0.8076476788098111,SHORT_SPREAD,0.0022538898753502444,225.38898753502443
REG,SW,0.3538885703205642,-1.7402170467225229,0.6454686094392166,LONG_SPREAD,0.0022484899730503623,224.84899730503622
PCG,PG,0.350931011508525,0.9251206018059668,0.9703241638810232,SHORT_SPREAD,0.002229698630545141,222.9698630545141
HRL,XEL,0.3508148107604451,-1.9765457773630213,0.5497076133589694,LONG_SPREAD,0.0022289603297385285,222.89603297385284
KMI,WDAY,0.3494152934344814,0.9196404627018442,0.9719099322930548,SHORT_SPREAD,0.002220068263312961,222.00682633129608
KMI,NUE,0.3485487497402798,0.9195431852798442,0.9716022257841742,SHORT_SPREAD,0.002214562533625626,221.45625336256262
KMI,ZTS,0.3471323885207944,0.9101620224245272,0.9747881464385068,SHORT_SPREAD,0.0022055634467171526,220.55634467171527
O,TPL,0.3467030771906552,-1.6189087335126042,0.6911177374712204,LONG_SPREAD,0.00220283574567764,220.28357456776402
PCG,PWR,0.3466438015413622,0.9193981578567412,0.9708982574738484,SHORT_SPREAD,0.002202459127967267,220.24591279672669
REG,SBUX,0.3441021636686722,-1.7878486344217126,0.6225014116987838,LONG_SPREAD,0.0021863104084234516,218.63104084234516
CMCSA,ROP,0.3432581950630717,1.2208917515411772,0.8489465774087578,SHORT_SPREAD,0.002180948113321513,218.0948113321513
CTRA,RVTY,0.3420694195388022,1.004534171460168,0.9350140992314536,SHORT_SPREAD,0.002173395030032877,217.33950300328772
CNP,CTRA,0.3417192525198264,1.58595132421809,0.7023071713206945,SHORT_SPREAD,0.0021711701855561343,217.11701855561344
KMI,TYL,0.3416656436049762,0.911486006428732,0.9720718548704976,SHORT_SPREAD,0.00217082957238686,217.08295723868602
HBAN,MTB,0.3409330799413238,-0.8409330799413305,0.9999999999999972,LONG_SPREAD,0.0021661751071385157,216.61751071385157
F,INVH,0.3406889441116668,0.8688021241678083,0.9887547279775434,SHORT_SPREAD,0.002164623949483017,216.4623949483017
KMI,LLY,0.339218355582235,0.9082470704561688,0.9723885140504264,SHORT_SPREAD,0.0021552803203290292,215.52803203290293
CSX,EL,0.3383242412649384,-0.9828427199576087,0.942192608522932,LONG_SPREAD,0.002149599416095866,214.9599416095866
SLB,TRGP,0.3337232904190306,1.2139516153115957,0.847908670042974,SHORT_SPREAD,0.0021203665085901212,212.03665085901213
CAG,LHX,0.333093822573848,0.9343981185508916,0.9594782816091826,SHORT_SPREAD,0.0021163670797954347,211.63670797954347
PFE,USB,0.3321472983089493,-0.9592776698291864,0.9491478513919052,LONG_SPREAD,0.0021103531802311006,211.03531802311005
AES,FDS,0.3280943849317485,0.8899324108201162,0.9752647896446528,SHORT_SPREAD,0.002084602320060559,208.4602320060559
KMI,POOL,0.3271679577274083,0.892665151226614,0.9738011226003176,SHORT_SPREAD,0.0020787161105177273,207.87161105177273
AMCR,IFF,0.3262634630384956,-0.8262634646960342,0.9999999993369846,LONG_SPREAD,0.00207296925286461,207.296925286461
KMI,TJX,0.3238217758551288,0.8856960365046089,0.975250295740208,SHORT_SPREAD,0.0020574555866725856,205.74555866725856
NI,ODFL,0.3217356807670564,1.1920393785994443,0.8518785208670447,SHORT_SPREAD,0.002044201234083262,204.42012340832622
PPL,TEL,0.3216163131488636,-0.9700472862447344,0.9406276107616516,LONG_SPREAD,0.0020434428120399326,204.34428120399326
REG,SHW,0.3212622186282763,-1.3151041344203742,0.8024632336831609,LONG_SPREAD,0.002041193013527561,204.1193013527561
DVN,GEHC,0.31985182477938,1.5878973472571958,0.6927817910088737,SHORT_SPREAD,0.002032231841302014,203.2231841302014
D,LHX,0.3191716546865474,-1.3905265943415377,0.7714580241380039,LONG_SPREAD,0.0020279102673322258,202.79102673322257
KMI,STLD,0.3171197337307289,0.8821533516154094,0.9739865528461278,SHORT_SPREAD,0.002014873045784012,201.4873045784012
PCG,ZBH,0.3171010220837184,0.8843957174940832,0.973082121835854,SHORT_SPREAD,0.002014754158218233,201.47541582182328
KIM,MCK,0.3170377232110251,-0.8280833143353278,0.9955817635502788,LONG_SPREAD,0.0020143519782879027,201.43519782879028
EXC,ZBRA,0.3167782196420641,-1.287067477157957,0.8118842969936427,LONG_SPREAD,0.0020127031791411796,201.27031791411795
KIM,NOW,0.3132681089244936,0.8239819594432646,0.9957144597924916,SHORT_SPREAD,0.001990401106074495,199.0401106074495
DVN,PFE,0.313093044944871,2.088330792057104,0.4899049011551068,SHORT_SPREAD,0.0019892888079223753,198.92888079223752
CMCSA,WBD,0.3121617631732665,1.5773643016221766,0.693918984620436,SHORT_SPREAD,0.001983371754077883,198.3371754077883
KHC,STE,0.3119085281191764,-1.137366315482385,0.8698168850547165,LONG_SPREAD,0.0019817627829844375,198.17627829844375
F,KHC,0.3055533914036565,0.8153488918583262,0.9960817998181322,SHORT_SPREAD,0.001941384363389629,194.1384363389629
D,TEL,0.3035925045153273,-1.1493960672147414,0.8616785749202344,LONG_SPREAD,0.0019289255419512868,192.89255419512867
D,RTX,0.3028655315558427,-1.802216811237959,0.6002594881271535,LONG_SPREAD,0.0019243065981730258,192.4306598173026
D,GS,0.3028089769528401,-1.9121140762872328,0.5562779602662429,LONG_SPREAD,0.0019239472690834594,192.39472690834594
AES,BAX,0.3014818347267805,0.9111048841330964,0.9561507802374736,SHORT_SPREAD,0.0019155150499094867,191.55150499094867
CAG,DELL,0.3003489671074107,-1.6047568824716407,0.678236833854308,LONG_SPREAD,0.00190831718680631,190.831718680631
PCG,STX,0.3003385327284566,0.8736299088138384,0.9706834495658472,SHORT_SPREAD,0.0019082508902417388,190.82508902417388
PPL,TYL,0.2995325973981984,-0.9925609274655324,0.9227886679730664,LONG_SPREAD,0.0019031302458892773,190.31302458892773
O,TTWO,0.2992649416609595,-0.9979087408297022,0.920542480332503,LONG_SPREAD,0.0019014296505836254,190.14296505836253
REG,WM,0.2980159149163338,-1.883431462315006,0.5658337810405311,LONG_SPREAD,0.0018934937511313806,189.34937511313805
D,STT,0.2975777891310899,-1.590534096163179,0.6828174771871642,LONG_SPREAD,0.001890710045983279,189.0710045983279
ETR,EVRG,0.2945001286821033,1.8990934445761751,0.5581626736423713,SHORT_SPREAD,0.001871155617724317,187.1155617724317
F,GIS,0.2941074765456701,0.7953346648343126,0.999509124684543,SHORT_SPREAD,0.0018686608369777472,186.8660836977747
D,JPM,0.2922298146649029,-1.372935464336383,0.767717740131408,LONG_SPREAD,0.001856730799486399,185.6730799486399
AES,HRL,0.2921478941347672,0.8744797653939667,0.9670672514963202,SHORT_SPREAD,0.001856210303753999,185.6210303753999
HST,KEY,0.2920669438736378,-0.7926839785908066,0.9997531861131324,LONG_SPREAD,0.0018556959727873321,185.5695972787332
D,IVZ,0.2908474109302885,-1.5476448415292174,0.6972810277604284,LONG_SPREAD,0.0018479474671138044,184.79474671138044
O,SYY,0.2902243738003239,0.9678531901809586,0.928948473447746,SHORT_SPREAD,0.0018439888969393155,184.39888969393155
PCG,PGR,0.288650695893226,0.840001773987451,0.97945956876231,SHORT_SPREAD,0.0018339902722543891,183.3990272254389
AEE,DUK,0.2865996261290596,1.658124067478491,0.6513902234602275,SHORT_SPREAD,0.0018209584588941062,182.0958458894106
REG,HOOD,0.2865183125657,-1.756218198929692,0.6121200454544032,LONG_SPREAD,0.0018204418196262106,182.04418196262105
KMI,VRSK,0.2858891910837374,0.8363021760520285,0.9798348060126836,SHORT_SPREAD,0.00181644459150793,181.644459150793
O,TPR,0.2852943681468339,-1.163836089628246,0.8485833114074351,LONG_SPREAD,0.0018126652849082387,181.26652849082387
REG,ZBH,0.2830566591740522,-1.4555782594332427,0.7309913598963238,LONG_SPREAD,0.001798447628250532,179.8447628250532
LNT,RTX,0.2830256491014467,-1.6619653893654365,0.6484241038944042,LONG_SPREAD,0.0017982506005893844,179.82506005893845
PCG,REG,0.2824145631320169,0.8292468730994106,0.9812670760130424,SHORT_SPREAD,0.001794367964103866,179.4367964103866
CTRA,SBUX,0.2820947091745203,1.2462130025889553,0.814352682634226,SHORT_SPREAD,0.0017923357187119898,179.233571871199
REG,ROL,0.2813118036203535,-1.6923885292717442,0.6355693097394437,LONG_SPREAD,0.0017873613978776242,178.73613978776243
REG,ZTS,0.2808320889069275,-1.1461359719949038,0.8538784467648095,LONG_SPREAD,0.0017843134505475195,178.43134505475194
REG,CRM,0.2805760194937908,-1.8511674602584411,0.5717634236941398,LONG_SPREAD,0.001782686470881798,178.26864708817982
GEN,PCG,0.279517996056895,-1.0418830679252198,0.89505397125267,LONG_SPREAD,0.0017759641427575596,177.59641427575596
D,ULTA,0.2776092869748195,-1.621171318958306,0.6625751872066055,LONG_SPREAD,0.001763836841701667,176.3836841701667
HAL,RSG,0.2772007175526411,1.419785690708086,0.7429660107378221,SHORT_SPREAD,0.001761240927829029,176.1240927829029
REG,VLO,0.2767924506988723,-1.6469997205520917,0.6519170920587123,LONG_SPREAD,0.0017586469363751757,175.86469363751758
NI,XEL,0.2764170320734363,0.8186042861812266,0.983125098356884,SHORT_SPREAD,0.001756261651611035,175.6261651611035
D,GPC,0.2761917552284995,1.512398261138633,0.7055173976359466,SHORT_SPREAD,0.0017548303176559935,175.48303176559935
REG,VZ,0.2759299084296684,-1.6809727873625588,0.6379828484268438,LONG_SPREAD,0.001753166630408017,175.3166630408017
REG,TSLA,0.2745517409906702,-1.608749204638,0.6663210145410681,LONG_SPREAD,0.0017444102140451914,174.44102140451915
REG,TGT,0.2744002787184241,-1.9948603993695893,0.5118159517395339,LONG_SPREAD,0.0017434478732718448,174.3447873271845
KHC,PWR,0.2742672660208791,-0.828885982129701,0.9781525135564711,LONG_SPREAD,0.00174260275494421,174.260275494421
AES,INVH,0.2740077807837915,0.8663414181324381,0.9630665450605412,SHORT_SPREAD,0.001740954072272098,174.09540722720982
DVN,SWK,0.2737306340144765,1.8760555046263985,0.5590700517552313,SHORT_SPREAD,0.0017391931741133821,173.9193174113382
CMS,EXC,0.2727747063648151,-0.8929394654888764,0.9519340963503756,LONG_SPREAD,0.001733119528577788,173.3119528577788
